Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
21104,3/14/2023,5476,3.74000000953674,3.74000000953674,0,0,0,3.72000002861023,0,0,0,268,632,1919,,1370,332,65
21104,3/15/2023,5987,4.07999992370605,4.07999992370605,0,0,0,4.07000017166138,0,0,0,299,773,2079,,1370,409,66
21104,3/16/2023,5430,3.70000004768372,3.70000004768372,0,0,0,3.69000005722046,0,0,0,230,750,1919,,1370,317,66
21104,3/17/2023,5806,3.96000003814697,3.96000003814697,0,0,0,3.95000004768372,0,0,0,276,691,1935,,1370,346,66
21104,3/18/2023,4976,3.39000010490417,3.39000010490417,0,0,0,3.38000011444092,0,0,0,266,712,1896,,1370,317,65
21104,3/19/2023,8382,5.71999979019165,5.71999979019165,0,0.140000000596046,1.62999999523163,3.9300000667572,0,2,34,234,615,2073,,1370,452,65
21104,3/20/2023,4096,2.78999996185303,2.78999996185303,0,0,0,2.77999997138977,0,0,0,190,319,1243,,831,247,67
21111,2/28/2023,17140,11.6899995803833,11.6899995803833,0,4.28000020980835,0.629999995231628,6.75,0,57,9,424,254,2498,0,1339,757,69
21111,3/1/2023,10220,6.96999979019165,6.96999979019165,0,0,0,6.94000005722046,0,0,0,405,459,2190,1,1339,507,69
21111,3/2/2023,1718,1.16999995708466,1.16999995708466,0,0,0,1.16999995708466,0,0,0,92,787,1519,5,1339,101,68
21111,3/3/2023,7947,5.42000007629395,5.42000007629395,0,0,0,5.40000009536743,0,0,0,352,176,2115,1,1339,435,66
21111,3/4/2023,4414,3.00999999046326,3.00999999046326,0,0,0,3,0,0,0,211,515,1759,0,1339,237,67
21111,3/5/2023,4696,3.19000005722046,3.19000005722046,0,0,0,3.1800000667572,0,0,0,230,663,1852,0,1339,277,67
